response_id,customer_id,score,category,comment,submitted_at,created_at
NPS-0000972,CUST-00498,9,Promoter,Best tool we've used. Highly recommend.,2026-05-14T12:48:05,2026-05-14T12:48:05
NPS-0000973,CUST-00499,8,Passive,Good product but missing some features.,2026-06-15T03:36:54,2026-06-15T03:36:54
NPS-0000974,CUST-00499,8,Passive,Getting better with each update.,2026-05-02T09:26:53,2026-05-02T09:26:53
NPS-0000975,CUST-00499,10,Promoter,Best tool we've used. Highly recommend.,2026-05-31T23:03:16,2026-05-31T23:03:16
NPS-0000976,CUST-00500,10,Promoter,Game changer for our analytics workflow.,2026-05-09T20:40:15,2026-05-09T20:40:15
NPS-0000977,CUST-00500,10,Promoter,Game changer for our analytics workflow.,2026-04-06T00:31:43,2026-04-06T00:31:43
NPS-0000978,CUST-00500,9,Promoter,Incredible support team. Very responsive.,2026-04-01T00:30:13,2026-04-01T00:30:13
NPS-0000979,CUST-00501,10,Promoter,Game changer for our analytics workflow.,2026-04-16T17:25:20,2026-04-16T17:25:20
NPS-0000980,CUST-00502,4,Detractor,Data sync issues are frustrating.,2026-04-12T23:37:13,2026-04-12T23:37:13
NPS-0000981,CUST-00503,10,Promoter,Incredible support team. Very responsive.,2026-04-24T20:52:21,2026-04-24T20:52:21
NPS-0000982,CUST-00504,5,Detractor,Too many bugs lately.,2026-04-04T05:48:45,2026-04-04T05:48:45
NPS-0000983,CUST-00504,10,Promoter,Saves us hours every week. Worth every penny.,2026-04-13T04:51:02,2026-04-13T04:51:02
NPS-0000984,CUST-00504,10,Promoter,Love the product! Changed how we work.,2026-04-22T09:47:11,2026-04-22T09:47:11
NPS-0000985,CUST-00505,7,Passive,Getting better with each update.,2026-06-26T16:05:26,2026-06-26T16:05:26
NPS-0000986,CUST-00506,9,Promoter,Incredible support team. Very responsive.,2026-04-28T11:27:27,2026-04-28T11:27:27
NPS-0000987,CUST-00506,10,Promoter,Incredible support team. Very responsive.,2026-04-04T09:32:10,2026-04-04T09:32:10
NPS-0000988,CUST-00506,8,Passive,Support could be faster.,2026-05-06T18:14:42,2026-05-06T18:14:42
NPS-0000989,CUST-00507,10,Promoter,Incredible support team. Very responsive.,2026-05-07T17:27:24,2026-05-07T17:27:24
NPS-0000990,CUST-00508,2,Detractor,Too expensive for what it offers.,2026-06-11T19:23:06,2026-06-11T19:23:06
NPS-0000991,CUST-00508,4,Detractor,Had major outages last month.,2026-05-16T01:30:57,2026-05-16T01:30:57
NPS-0000992,CUST-00508,7,Passive,Support could be faster.,2026-05-14T11:05:30,2026-05-14T11:05:30
NPS-0000993,CUST-00509,5,Detractor,Had major outages last month.,2026-06-22T10:40:20,2026-06-22T10:40:20
NPS-0000994,CUST-00509,10,Promoter,Love the product! Changed how we work.,2026-06-21T22:46:06,2026-06-21T22:46:06
NPS-0000995,CUST-00510,3,Detractor,Had major outages last month.,2026-04-10T12:38:36,2026-04-10T12:38:36
NPS-0000996,CUST-00510,1,Detractor,Had major outages last month.,2026-04-18T12:34:26,2026-04-18T12:34:26
NPS-0000997,CUST-00511,3,Detractor,Had major outages last month.,2026-05-05T12:17:30,2026-05-05T12:17:30
NPS-0000998,CUST-00511,7,Passive,Decent value for money.,2026-04-08T06:24:56,2026-04-08T06:24:56
NPS-0000999,CUST-00511,9,Promoter,Love the product! Changed how we work.,2026-06-03T15:02:17,2026-06-03T15:02:17
NPS-0001000,CUST-00512,0,Detractor,Too many bugs lately.,2026-05-06T10:30:51,2026-05-06T10:30:51
NPS-0001001,CUST-00513,5,Detractor,Too many bugs lately.,2026-05-20T23:19:40,2026-05-20T23:19:40
NPS-0001002,CUST-00513,9,Promoter,Love the product! Changed how we work.,2026-05-25T08:39:46,2026-05-25T08:39:46
NPS-0001003,CUST-00513,4,Detractor,Support takes too long to respond.,2026-06-11T03:07:20,2026-06-11T03:07:20
NPS-0001004,CUST-00514,9,Promoter,Incredible support team. Very responsive.,2026-04-04T20:05:04,2026-04-04T20:05:04
NPS-0001005,CUST-00514,0,Detractor,Too many bugs lately.,2026-06-19T19:38:30,2026-06-19T19:38:30
NPS-0001006,CUST-00515,10,Promoter,Love the product! Changed how we work.,2026-04-26T02:11:33,2026-04-26T02:11:33
NPS-0001007,CUST-00516,10,Promoter,Incredible support team. Very responsive.,2026-04-10T13:07:11,2026-04-10T13:07:11
NPS-0001008,CUST-00517,6,Detractor,Too expensive for what it offers.,2026-06-29T05:34:46,2026-06-29T05:34:46
NPS-0001009,CUST-00517,9,Promoter,Love the product! Changed how we work.,2026-05-20T18:29:39,2026-05-20T18:29:39
NPS-0001010,CUST-00517,10,Promoter,Saves us hours every week. Worth every penny.,2026-06-22T05:22:17,2026-06-22T05:22:17
NPS-0001011,CUST-00518,5,Detractor,Considering switching to a competitor.,2026-05-31T16:31:23,2026-05-31T16:31:23
NPS-0001012,CUST-00518,9,Promoter,Game changer for our analytics workflow.,2026-04-16T17:34:52,2026-04-16T17:34:52
NPS-0001013,CUST-00519,10,Promoter,Love the product! Changed how we work.,2026-06-14T14:07:55,2026-06-14T14:07:55
NPS-0001014,CUST-00519,10,Promoter,Incredible support team. Very responsive.,2026-06-23T07:30:29,2026-06-23T07:30:29
NPS-0001015,CUST-00519,3,Detractor,Had major outages last month.,2026-05-19T19:47:39,2026-05-19T19:47:39
NPS-0001016,CUST-00520,8,Passive,Decent value for money.,2026-06-25T07:17:13,2026-06-25T07:17:13
NPS-0001017,CUST-00521,8,Passive,Good product but missing some features.,2026-06-27T19:03:55,2026-06-27T19:03:55
NPS-0001018,CUST-00522,9,Promoter,Game changer for our analytics workflow.,2026-04-01T18:40:00,2026-04-01T18:40:00
NPS-0001019,CUST-00522,1,Detractor,Support takes too long to respond.,2026-05-03T07:36:11,2026-05-03T07:36:11
NPS-0001020,CUST-00523,9,Promoter,Best tool we've used. Highly recommend.,2026-04-07T08:35:55,2026-04-07T08:35:55
NPS-0001021,CUST-00523,7,Passive,Decent value for money.,2026-05-10T16:42:15,2026-05-10T16:42:15
NPS-0001022,CUST-00523,2,Detractor,Data sync issues are frustrating.,2026-05-09T16:46:17,2026-05-09T16:46:17
NPS-0001023,CUST-00524,9,Promoter,Best tool we've used. Highly recommend.,2026-05-12T11:54:09,2026-05-12T11:54:09
NPS-0001024,CUST-00524,7,Passive,Works well most of the time.,2026-04-04T20:00:08,2026-04-04T20:00:08
NPS-0001025,CUST-00524,1,Detractor,Too expensive for what it offers.,2026-06-08T12:20:43,2026-06-08T12:20:43
NPS-0001026,CUST-00525,6,Detractor,Too many bugs lately.,2026-05-23T06:20:17,2026-05-23T06:20:17
NPS-0001027,CUST-00525,9,Promoter,Saves us hours every week. Worth every penny.,2026-06-17T09:19:23,2026-06-17T09:19:23
NPS-0001028,CUST-00526,0,Detractor,Had major outages last month.,2026-04-11T18:10:32,2026-04-11T18:10:32
NPS-0001029,CUST-00526,3,Detractor,Considering switching to a competitor.,2026-06-22T02:56:54,2026-06-22T02:56:54
NPS-0001030,CUST-00527,8,Passive,Getting better with each update.,2026-04-18T01:29:01,2026-04-18T01:29:01
NPS-0001031,CUST-00527,9,Promoter,Saves us hours every week. Worth every penny.,2026-04-21T17:36:14,2026-04-21T17:36:14
NPS-0001032,CUST-00527,10,Promoter,Best tool we've used. Highly recommend.,2026-05-26T20:12:15,2026-05-26T20:12:15
NPS-0001033,CUST-00528,0,Detractor,Too many bugs lately.,2026-04-12T22:54:34,2026-04-12T22:54:34
NPS-0001034,CUST-00528,8,Passive,Decent value for money.,2026-05-17T23:25:03,2026-05-17T23:25:03
NPS-0001035,CUST-00529,5,Detractor,Too expensive for what it offers.,2026-05-21T19:14:40,2026-05-21T19:14:40
NPS-0001036,CUST-00529,0,Detractor,Considering switching to a competitor.,2026-05-24T08:06:37,2026-05-24T08:06:37
NPS-0001037,CUST-00530,8,Passive,Getting better with each update.,2026-04-29T03:38:08,2026-04-29T03:38:08
NPS-0001038,CUST-00530,6,Detractor,Too expensive for what it offers.,2026-06-14T12:05:04,2026-06-14T12:05:04
NPS-0001039,CUST-00530,8,Passive,Works well most of the time.,2026-04-27T08:31:23,2026-04-27T08:31:23
NPS-0001040,CUST-00531,1,Detractor,Support takes too long to respond.,2026-05-17T19:01:52,2026-05-17T19:01:52
NPS-0001041,CUST-00531,1,Detractor,Support takes too long to respond.,2026-06-01T06:09:35,2026-06-01T06:09:35
NPS-0001042,CUST-00531,1,Detractor,Too many bugs lately.,2026-05-30T05:59:07,2026-05-30T05:59:07
NPS-0001043,CUST-00532,0,Detractor,Data sync issues are frustrating.,2026-04-03T21:10:07,2026-04-03T21:10:07
NPS-0001044,CUST-00532,1,Detractor,Too many bugs lately.,2026-05-27T06:53:46,2026-05-27T06:53:46
NPS-0001045,CUST-00532,9,Promoter,Game changer for our analytics workflow.,2026-05-24T16:22:45,2026-05-24T16:22:45
NPS-0001046,CUST-00533,9,Promoter,Best tool we've used. Highly recommend.,2026-05-07T16:00:07,2026-05-07T16:00:07
NPS-0001047,CUST-00534,10,Promoter,Incredible support team. Very responsive.,2026-06-17T06:06:21,2026-06-17T06:06:21
NPS-0001048,CUST-00534,10,Promoter,Love the product! Changed how we work.,2026-04-19T10:07:30,2026-04-19T10:07:30
NPS-0001049,CUST-00534,9,Promoter,Saves us hours every week. Worth every penny.,2026-05-11T00:46:53,2026-05-11T00:46:53
NPS-0001050,CUST-00535,4,Detractor,Too many bugs lately.,2026-04-08T15:56:04,2026-04-08T15:56:04
NPS-0001051,CUST-00535,7,Passive,Decent value for money.,2026-05-02T07:18:05,2026-05-02T07:18:05
NPS-0001052,CUST-00536,7,Passive,Getting better with each update.,2026-04-14T06:14:22,2026-04-14T06:14:22
NPS-0001053,CUST-00536,2,Detractor,Too expensive for what it offers.,2026-05-16T14:25:10,2026-05-16T14:25:10
NPS-0001054,CUST-00536,6,Detractor,Data sync issues are frustrating.,2026-05-08T13:39:03,2026-05-08T13:39:03
NPS-0001055,CUST-00537,1,Detractor,Considering switching to a competitor.,2026-05-29T23:39:53,2026-05-29T23:39:53
NPS-0001056,CUST-00537,0,Detractor,Too expensive for what it offers.,2026-05-01T23:19:06,2026-05-01T23:19:06
NPS-0001057,CUST-00538,7,Passive,Getting better with each update.,2026-06-20T02:46:36,2026-06-20T02:46:36
NPS-0001058,CUST-00538,7,Passive,Good product but missing some features.,2026-05-24T04:13:09,2026-05-24T04:13:09
NPS-0001059,CUST-00539,4,Detractor,Had major outages last month.,2026-06-18T06:56:11,2026-06-18T06:56:11
NPS-0001060,CUST-00540,7,Passive,Getting better with each update.,2026-06-18T10:54:30,2026-06-18T10:54:30
NPS-0001061,CUST-00540,9,Promoter,Best tool we've used. Highly recommend.,2026-06-22T16:15:00,2026-06-22T16:15:00
NPS-0001062,CUST-00540,10,Promoter,Incredible support team. Very responsive.,2026-06-22T21:32:07,2026-06-22T21:32:07
NPS-0001063,CUST-00541,2,Detractor,Had major outages last month.,2026-04-27T23:31:23,2026-04-27T23:31:23
NPS-0001064,CUST-00541,7,Passive,Good product but missing some features.,2026-04-30T00:13:07,2026-04-30T00:13:07
NPS-0001065,CUST-00542,9,Promoter,Saves us hours every week. Worth every penny.,2026-04-30T00:38:58,2026-04-30T00:38:58
NPS-0001066,CUST-00542,2,Detractor,Had major outages last month.,2026-04-15T16:37:39,2026-04-15T16:37:39
NPS-0001067,CUST-00542,10,Promoter,Incredible support team. Very responsive.,2026-04-02T01:17:10,2026-04-02T01:17:10
NPS-0001068,CUST-00543,6,Detractor,Data sync issues are frustrating.,2026-04-14T16:03:20,2026-04-14T16:03:20
NPS-0001069,CUST-00544,3,Detractor,Too many bugs lately.,2026-04-16T03:45:39,2026-04-16T03:45:39
NPS-0001070,CUST-00544,10,Promoter,Best tool we've used. Highly recommend.,2026-06-17T05:08:39,2026-06-17T05:08:39
NPS-0001071,CUST-00544,9,Promoter,Love the product! Changed how we work.,2026-04-25T19:29:54,2026-04-25T19:29:54
NPS-0001072,CUST-00545,8,Passive,Support could be faster.,2026-06-07T00:05:31,2026-06-07T00:05:31
NPS-0001073,CUST-00545,5,Detractor,Data sync issues are frustrating.,2026-05-24T12:45:42,2026-05-24T12:45:42
NPS-0001074,CUST-00545,6,Detractor,Had major outages last month.,2026-04-15T02:22:21,2026-04-15T02:22:21
NPS-0001075,CUST-00546,2,Detractor,Data sync issues are frustrating.,2026-04-24T23:47:10,2026-04-24T23:47:10
NPS-0001076,CUST-00546,10,Promoter,Incredible support team. Very responsive.,2026-05-22T17:21:00,2026-05-22T17:21:00
NPS-0001077,CUST-00546,3,Detractor,Had major outages last month.,2026-05-23T10:53:35,2026-05-23T10:53:35
NPS-0001078,CUST-00547,1,Detractor,Too expensive for what it offers.,2026-06-20T19:42:14,2026-06-20T19:42:14
NPS-0001079,CUST-00548,2,Detractor,Considering switching to a competitor.,2026-05-08T18:15:37,2026-05-08T18:15:37
NPS-0001080,CUST-00548,6,Detractor,Support takes too long to respond.,2026-04-19T04:44:48,2026-04-19T04:44:48
NPS-0001081,CUST-00548,3,Detractor,Too many bugs lately.,2026-06-09T22:14:49,2026-06-09T22:14:49
NPS-0001082,CUST-00549,7,Passive,Getting better with each update.,2026-04-07T11:02:17,2026-04-07T11:02:17
NPS-0001083,CUST-00549,7,Passive,Good product but missing some features.,2026-04-24T08:04:03,2026-04-24T08:04:03
NPS-0001084,CUST-00549,7,Passive,Works well most of the time.,2026-06-23T22:04:10,2026-06-23T22:04:10
NPS-0001085,CUST-00550,9,Promoter,Incredible support team. Very responsive.,2026-05-15T10:07:03,2026-05-15T10:07:03
NPS-0001086,CUST-00551,4,Detractor,Data sync issues are frustrating.,2026-04-23T09:40:21,2026-04-23T09:40:21
NPS-0001087,CUST-00552,5,Detractor,Too many bugs lately.,2026-05-15T11:21:43,2026-05-15T11:21:43
NPS-0001088,CUST-00552,10,Promoter,Best tool we've used. Highly recommend.,2026-04-08T01:44:53,2026-04-08T01:44:53
NPS-0001089,CUST-00553,2,Detractor,Too many bugs lately.,2026-04-29T18:17:37,2026-04-29T18:17:37
NPS-0001090,CUST-00554,10,Promoter,Best tool we've used. Highly recommend.,2026-05-06T05:55:14,2026-05-06T05:55:14
NPS-0001091,CUST-00555,10,Promoter,Incredible support team. Very responsive.,2026-04-04T15:35:35,2026-04-04T15:35:35
NPS-0001092,CUST-00555,8,Passive,Good product but missing some features.,2026-04-22T14:14:05,2026-04-22T14:14:05
NPS-0001093,CUST-00556,10,Promoter,Game changer for our analytics workflow.,2026-04-07T18:26:26,2026-04-07T18:26:26
NPS-0001094,CUST-00556,8,Passive,Support could be faster.,2026-06-20T22:30:51,2026-06-20T22:30:51
NPS-0001095,CUST-00557,8,Passive,Getting better with each update.,2026-06-20T17:47:49,2026-06-20T17:47:49
NPS-0001096,CUST-00557,8,Passive,Decent value for money.,2026-06-24T05:28:56,2026-06-24T05:28:56
NPS-0001097,CUST-00557,0,Detractor,Had major outages last month.,2026-04-11T06:48:02,2026-04-11T06:48:02
NPS-0001098,CUST-00558,8,Passive,Works well most of the time.,2026-06-28T07:08:41,2026-06-28T07:08:41
NPS-0001099,CUST-00559,5,Detractor,Too expensive for what it offers.,2026-05-22T08:46:50,2026-05-22T08:46:50
NPS-0001100,CUST-00560,10,Promoter,Incredible support team. Very responsive.,2026-04-03T16:19:25,2026-04-03T16:19:25
NPS-0001101,CUST-00561,8,Passive,Getting better with each update.,2026-06-07T03:17:07,2026-06-07T03:17:07
NPS-0001102,CUST-00562,7,Passive,Decent value for money.,2026-04-15T10:07:08,2026-04-15T10:07:08
NPS-0001103,CUST-00563,6,Detractor,Too expensive for what it offers.,2026-05-07T12:50:12,2026-05-07T12:50:12
NPS-0001104,CUST-00564,8,Passive,Support could be faster.,2026-06-05T13:02:49,2026-06-05T13:02:49
NPS-0001105,CUST-00565,9,Promoter,Love the product! Changed how we work.,2026-05-07T13:44:39,2026-05-07T13:44:39
NPS-0001106,CUST-00566,5,Detractor,Too many bugs lately.,2026-05-31T21:48:04,2026-05-31T21:48:04
NPS-0001107,CUST-00566,6,Detractor,Had major outages last month.,2026-05-27T14:57:07,2026-05-27T14:57:07
NPS-0001108,CUST-00567,8,Passive,Good product but missing some features.,2026-06-18T11:16:12,2026-06-18T11:16:12
NPS-0001109,CUST-00567,5,Detractor,Data sync issues are frustrating.,2026-04-12T10:32:43,2026-04-12T10:32:43
NPS-0001110,CUST-00567,5,Detractor,Data sync issues are frustrating.,2026-06-28T22:43:35,2026-06-28T22:43:35
NPS-0001111,CUST-00568,10,Promoter,Game changer for our analytics workflow.,2026-04-26T04:55:56,2026-04-26T04:55:56
NPS-0001112,CUST-00569,2,Detractor,Too expensive for what it offers.,2026-06-16T02:54:36,2026-06-16T02:54:36
NPS-0001113,CUST-00569,2,Detractor,Support takes too long to respond.,2026-04-12T09:56:06,2026-04-12T09:56:06
NPS-0001114,CUST-00569,7,Passive,Good product but missing some features.,2026-05-29T06:51:00,2026-05-29T06:51:00
NPS-0001115,CUST-00570,4,Detractor,Too expensive for what it offers.,2026-06-13T14:54:06,2026-06-13T14:54:06
NPS-0001116,CUST-00570,7,Passive,Good product but missing some features.,2026-04-24T17:54:03,2026-04-24T17:54:03
NPS-0001117,CUST-00571,0,Detractor,Too expensive for what it offers.,2026-06-04T14:54:05,2026-06-04T14:54:05
NPS-0001118,CUST-00572,8,Passive,Decent value for money.,2026-05-26T07:42:39,2026-05-26T07:42:39
NPS-0001119,CUST-00573,10,Promoter,Saves us hours every week. Worth every penny.,2026-05-10T07:15:31,2026-05-10T07:15:31
NPS-0001120,CUST-00573,9,Promoter,Saves us hours every week. Worth every penny.,2026-04-01T05:41:05,2026-04-01T05:41:05
NPS-0001121,CUST-00574,7,Passive,Getting better with each update.,2026-05-07T19:46:15,2026-05-07T19:46:15
NPS-0001122,CUST-00574,4,Detractor,Too many bugs lately.,2026-04-08T21:27:43,2026-04-08T21:27:43
NPS-0001123,CUST-00574,10,Promoter,Love the product! Changed how we work.,2026-04-02T23:52:30,2026-04-02T23:52:30
NPS-0001124,CUST-00575,9,Promoter,Game changer for our analytics workflow.,2026-04-26T05:13:16,2026-04-26T05:13:16
NPS-0001125,CUST-00576,7,Passive,Decent value for money.,2026-05-14T17:07:55,2026-05-14T17:07:55
NPS-0001126,CUST-00576,9,Promoter,Incredible support team. Very responsive.,2026-06-15T14:09:10,2026-06-15T14:09:10
NPS-0001127,CUST-00576,9,Promoter,Love the product! Changed how we work.,2026-06-16T02:50:24,2026-06-16T02:50:24
NPS-0001128,CUST-00577,8,Passive,Decent value for money.,2026-04-09T14:20:40,2026-04-09T14:20:40
NPS-0001129,CUST-00577,9,Promoter,Love the product! Changed how we work.,2026-06-24T09:50:22,2026-06-24T09:50:22
NPS-0001130,CUST-00578,4,Detractor,Too expensive for what it offers.,2026-05-19T07:01:26,2026-05-19T07:01:26
NPS-0001131,CUST-00578,9,Promoter,Best tool we've used. Highly recommend.,2026-05-25T17:58:51,2026-05-25T17:58:51
NPS-0001132,CUST-00579,1,Detractor,Support takes too long to respond.,2026-06-20T12:31:40,2026-06-20T12:31:40
NPS-0001133,CUST-00580,8,Passive,Works well most of the time.,2026-06-11T21:14:49,2026-06-11T21:14:49
NPS-0001134,CUST-00581,2,Detractor,Support takes too long to respond.,2026-04-12T16:02:14,2026-04-12T16:02:14
NPS-0001135,CUST-00582,8,Passive,Getting better with each update.,2026-06-20T06:43:06,2026-06-20T06:43:06
NPS-0001136,CUST-00582,8,Passive,Works well most of the time.,2026-04-10T12:17:47,2026-04-10T12:17:47
NPS-0001137,CUST-00583,10,Promoter,Saves us hours every week. Worth every penny.,2026-06-18T16:53:04,2026-06-18T16:53:04
NPS-0001138,CUST-00584,8,Passive,Support could be faster.,2026-05-26T22:38:33,2026-05-26T22:38:33
NPS-0001139,CUST-00584,9,Promoter,Game changer for our analytics workflow.,2026-06-17T16:46:41,2026-06-17T16:46:41
NPS-0001140,CUST-00585,0,Detractor,Considering switching to a competitor.,2026-06-17T05:57:35,2026-06-17T05:57:35
NPS-0001141,CUST-00585,0,Detractor,Considering switching to a competitor.,2026-05-30T09:18:39,2026-05-30T09:18:39
NPS-0001142,CUST-00586,9,Promoter,Saves us hours every week. Worth every penny.,2026-04-12T18:29:37,2026-04-12T18:29:37
NPS-0001143,CUST-00587,4,Detractor,Had major outages last month.,2026-06-10T20:16:08,2026-06-10T20:16:08
NPS-0001144,CUST-00588,10,Promoter,Incredible support team. Very responsive.,2026-05-01T05:32:15,2026-05-01T05:32:15
NPS-0001145,CUST-00589,6,Detractor,Support takes too long to respond.,2026-06-21T20:25:10,2026-06-21T20:25:10
NPS-0001146,CUST-00589,10,Promoter,Love the product! Changed how we work.,2026-05-07T08:25:25,2026-05-07T08:25:25
NPS-0001147,CUST-00589,8,Passive,Works well most of the time.,2026-06-03T11:30:06,2026-06-03T11:30:06
NPS-0001148,CUST-00590,0,Detractor,Considering switching to a competitor.,2026-06-05T07:13:30,2026-06-05T07:13:30
NPS-0001149,CUST-00591,8,Passive,Works well most of the time.,2026-05-28T19:07:01,2026-05-28T19:07:01
NPS-0001150,CUST-00592,8,Passive,Getting better with each update.,2026-04-14T12:01:02,2026-04-14T12:01:02
NPS-0001151,CUST-00592,2,Detractor,Had major outages last month.,2026-06-25T20:52:11,2026-06-25T20:52:11
NPS-0001152,CUST-00593,6,Detractor,Support takes too long to respond.,2026-04-30T02:36:48,2026-04-30T02:36:48
NPS-0001153,CUST-00594,4,Detractor,Too many bugs lately.,2026-06-10T03:07:36,2026-06-10T03:07:36
NPS-0001154,CUST-00594,8,Passive,Good product but missing some features.,2026-05-17T19:42:06,2026-05-17T19:42:06
NPS-0001155,CUST-00595,6,Detractor,Support takes too long to respond.,2026-05-10T08:17:25,2026-05-10T08:17:25
NPS-0001156,CUST-00596,9,Promoter,Love the product! Changed how we work.,2026-05-25T00:07:38,2026-05-25T00:07:38
NPS-0001157,CUST-00596,5,Detractor,Too expensive for what it offers.,2026-05-24T05:30:55,2026-05-24T05:30:55
NPS-0001158,CUST-00597,7,Passive,Getting better with each update.,2026-06-04T13:50:24,2026-06-04T13:50:24
NPS-0001159,CUST-00598,1,Detractor,Considering switching to a competitor.,2026-06-15T01:27:23,2026-06-15T01:27:23
NPS-0001160,CUST-00598,2,Detractor,Support takes too long to respond.,2026-04-21T03:24:34,2026-04-21T03:24:34
NPS-0001161,CUST-00599,5,Detractor,Had major outages last month.,2026-04-28T17:16:26,2026-04-28T17:16:26
NPS-0001162,CUST-00600,4,Detractor,Data sync issues are frustrating.,2026-04-06T18:28:47,2026-04-06T18:28:47
NPS-0001163,CUST-00601,9,Promoter,Best tool we've used. Highly recommend.,2026-04-05T00:14:51,2026-04-05T00:14:51
NPS-0001164,CUST-00602,10,Promoter,Incredible support team. Very responsive.,2026-04-22T00:26:31,2026-04-22T00:26:31
NPS-0001165,CUST-00603,6,Detractor,Too expensive for what it offers.,2026-04-26T00:53:08,2026-04-26T00:53:08
NPS-0001166,CUST-00603,6,Detractor,Considering switching to a competitor.,2026-04-08T05:40:07,2026-04-08T05:40:07
NPS-0001167,CUST-00603,10,Promoter,Best tool we've used. Highly recommend.,2026-04-27T21:19:19,2026-04-27T21:19:19
NPS-0001168,CUST-00604,0,Detractor,Too expensive for what it offers.,2026-04-09T16:01:32,2026-04-09T16:01:32
NPS-0001169,CUST-00604,2,Detractor,Data sync issues are frustrating.,2026-04-19T20:09:08,2026-04-19T20:09:08
NPS-0001170,CUST-00605,7,Passive,Good product but missing some features.,2026-06-12T23:29:16,2026-06-12T23:29:16
NPS-0001171,CUST-00606,5,Detractor,Too expensive for what it offers.,2026-04-07T09:19:22,2026-04-07T09:19:22
NPS-0001172,CUST-00606,10,Promoter,Saves us hours every week. Worth every penny.,2026-05-20T16:21:51,2026-05-20T16:21:51
NPS-0001173,CUST-00607,10,Promoter,Game changer for our analytics workflow.,2026-04-10T16:16:42,2026-04-10T16:16:42
NPS-0001174,CUST-00607,1,Detractor,Too expensive for what it offers.,2026-04-11T09:06:06,2026-04-11T09:06:06
NPS-0001175,CUST-00608,7,Passive,Good product but missing some features.,2026-06-22T21:44:25,2026-06-22T21:44:25
NPS-0001176,CUST-00608,8,Passive,Getting better with each update.,2026-06-22T14:49:11,2026-06-22T14:49:11
NPS-0001177,CUST-00608,10,Promoter,Best tool we've used. Highly recommend.,2026-05-25T05:10:11,2026-05-25T05:10:11
NPS-0001178,CUST-00609,9,Promoter,Game changer for our analytics workflow.,2026-06-01T02:54:12,2026-06-01T02:54:12
NPS-0001179,CUST-00610,9,Promoter,Saves us hours every week. Worth every penny.,2026-04-10T16:06:06,2026-04-10T16:06:06
NPS-0001180,CUST-00611,10,Promoter,Saves us hours every week. Worth every penny.,2026-04-30T21:53:58,2026-04-30T21:53:58
NPS-0001181,CUST-00611,7,Passive,Good product but missing some features.,2026-04-01T13:23:21,2026-04-01T13:23:21
NPS-0001182,CUST-00612,8,Passive,Good product but missing some features.,2026-05-03T19:14:05,2026-05-03T19:14:05
NPS-0001183,CUST-00612,0,Detractor,Considering switching to a competitor.,2026-06-29T02:19:20,2026-06-29T02:19:20
NPS-0001184,CUST-00613,4,Detractor,Considering switching to a competitor.,2026-04-08T22:59:10,2026-04-08T22:59:10
NPS-0001185,CUST-00614,10,Promoter,Best tool we've used. Highly recommend.,2026-06-07T07:50:47,2026-06-07T07:50:47
NPS-0001186,CUST-00614,8,Passive,Support could be faster.,2026-06-07T22:54:30,2026-06-07T22:54:30
NPS-0001187,CUST-00614,4,Detractor,Considering switching to a competitor.,2026-04-23T02:06:01,2026-04-23T02:06:01
NPS-0001188,CUST-00615,8,Passive,Decent value for money.,2026-04-15T19:36:33,2026-04-15T19:36:33
NPS-0001189,CUST-00616,6,Detractor,Had major outages last month.,2026-05-01T04:27:10,2026-05-01T04:27:10
NPS-0001190,CUST-00616,0,Detractor,Data sync issues are frustrating.,2026-06-01T09:10:41,2026-06-01T09:10:41
NPS-0001191,CUST-00616,7,Passive,Getting better with each update.,2026-04-11T20:42:20,2026-04-11T20:42:20
NPS-0001192,CUST-00617,3,Detractor,Too many bugs lately.,2026-05-13T19:32:28,2026-05-13T19:32:28
NPS-0001193,CUST-00617,8,Passive,Getting better with each update.,2026-06-24T11:02:37,2026-06-24T11:02:37
NPS-0001194,CUST-00617,10,Promoter,Incredible support team. Very responsive.,2026-05-27T15:09:08,2026-05-27T15:09:08
NPS-0001195,CUST-00618,8,Passive,Good product but missing some features.,2026-06-04T12:31:31,2026-06-04T12:31:31
NPS-0001196,CUST-00618,8,Passive,Decent value for money.,2026-03-31T19:57:25,2026-03-31T19:57:25
NPS-0001197,CUST-00618,6,Detractor,Support takes too long to respond.,2026-04-30T16:27:49,2026-04-30T16:27:49
NPS-0001198,CUST-00619,10,Promoter,Love the product! Changed how we work.,2026-04-30T21:21:37,2026-04-30T21:21:37
NPS-0001199,CUST-00619,4,Detractor,Data sync issues are frustrating.,2026-05-14T08:21:39,2026-05-14T08:21:39
NPS-0001200,CUST-00619,6,Detractor,Data sync issues are frustrating.,2026-04-04T08:36:09,2026-04-04T08:36:09
NPS-0001201,CUST-00620,9,Promoter,Saves us hours every week. Worth every penny.,2026-05-19T09:16:42,2026-05-19T09:16:42
NPS-0001202,CUST-00620,10,Promoter,Best tool we've used. Highly recommend.,2026-05-05T16:19:45,2026-05-05T16:19:45
NPS-0001203,CUST-00621,2,Detractor,Had major outages last month.,2026-05-10T19:37:24,2026-05-10T19:37:24
NPS-0001204,CUST-00622,5,Detractor,Support takes too long to respond.,2026-03-31T17:56:47,2026-03-31T17:56:47
NPS-0001205,CUST-00622,10,Promoter,Best tool we've used. Highly recommend.,2026-05-26T04:50:53,2026-05-26T04:50:53
