account_id,customer_id,account_type,balance,currency,status,opened_at,created_at,updated_at
ACC-00001564,FIN-001048,premium,37466.15,USD,active,2024-10-15T08:50:25,2024-10-15T08:50:25,2026-06-29T14:46:10.697010
ACC-00001565,FIN-001049,premium,46302.1,USD,active,2024-09-29T06:20:48,2024-09-29T06:20:48,2026-06-29T14:46:10.697133
ACC-00001566,FIN-001049,current,2851.86,USD,active,2024-01-10T21:06:10,2024-01-10T21:06:10,2026-06-29T14:46:10.697177
ACC-00001567,FIN-001050,current,19959.73,USD,active,2025-08-21T12:38:46,2025-08-21T12:38:46,2026-06-29T14:46:10.697300
ACC-00001568,FIN-001050,premium,37216.54,USD,active,2026-05-19T20:18:27,2026-05-19T20:18:27,2026-06-29T14:46:10.697342
ACC-00001569,FIN-001051,savings,18856.74,USD,dormant,2026-03-17T20:22:18,2026-03-17T20:22:18,2026-06-29T14:46:10.697469
ACC-00001570,FIN-001051,savings,10738.87,USD,active,2026-03-14T03:17:45,2026-03-14T03:17:45,2026-06-29T14:46:10.697526
ACC-00001571,FIN-001051,savings,35478.93,USD,active,2026-03-09T17:33:12,2026-03-09T17:33:12,2026-06-29T14:46:10.697567
ACC-00001572,FIN-001052,business,21952.69,USD,active,2026-06-19T13:49:14,2026-06-19T13:49:14,2026-06-29T14:46:10.697700
ACC-00001573,FIN-001052,savings,24688.92,USD,active,2025-05-12T10:25:29,2025-05-12T10:25:29,2026-06-29T14:46:10.697745
ACC-00001574,FIN-001053,premium,29963.52,USD,frozen,2025-05-29T07:45:53,2025-05-29T07:45:53,2026-06-29T14:46:10.697872
ACC-00001575,FIN-001054,business,32468.91,USD,dormant,2025-10-20T22:37:55,2025-10-20T22:37:55,2026-06-29T14:46:10.697996
ACC-00001576,FIN-001054,business,34107.34,USD,active,2026-05-20T01:47:29,2026-05-20T01:47:29,2026-06-29T14:46:10.698040
ACC-00001577,FIN-001055,business,28447.03,USD,frozen,2025-07-04T17:03:04,2025-07-04T17:03:04,2026-06-29T14:46:10.698167
ACC-00001578,FIN-001056,savings,9031.71,USD,active,2025-08-01T19:47:20,2025-08-01T19:47:20,2026-06-29T14:46:10.698294
ACC-00001579,FIN-001057,current,26563.52,USD,active,2025-07-01T14:19:44,2025-07-01T14:19:44,2026-06-29T14:46:10.698417
ACC-00001580,FIN-001058,premium,39486.64,USD,active,2025-02-26T23:03:51,2025-02-26T23:03:51,2026-06-29T14:46:10.698543
ACC-00001581,FIN-001058,savings,46145.6,USD,closed,2026-05-15T15:49:46,2026-05-15T15:49:46,2026-06-29T14:46:10.698587
ACC-00001582,FIN-001059,savings,15522.31,USD,dormant,2026-03-28T09:51:20,2026-03-28T09:51:20,2026-06-29T14:46:10.698710
ACC-00001583,FIN-001059,business,10179.98,USD,active,2026-06-04T19:28:20,2026-06-04T19:28:20,2026-06-29T14:46:10.698753
ACC-00001584,FIN-001060,premium,20071.18,USD,active,2024-08-29T17:08:55,2024-08-29T17:08:55,2026-06-29T14:46:10.698877
ACC-00001585,FIN-001061,savings,28371.35,USD,active,2026-05-25T15:13:10,2026-05-25T15:13:10,2026-06-29T14:46:10.699136
ACC-00001586,FIN-001061,savings,26815.19,USD,dormant,2026-06-01T01:05:49,2026-06-01T01:05:49,2026-06-29T14:46:10.699242
ACC-00001587,FIN-001062,business,37297.75,USD,dormant,2026-05-30T23:02:04,2026-05-30T23:02:04,2026-06-29T14:46:10.699428
ACC-00001588,FIN-001063,premium,9246.29,USD,active,2025-04-19T09:39:33,2025-04-19T09:39:33,2026-06-29T14:46:10.699555
ACC-00001589,FIN-001063,business,44652.36,USD,active,2024-04-19T03:38:53,2024-04-19T03:38:53,2026-06-29T14:46:10.699617
ACC-00001590,FIN-001064,current,4105.33,USD,active,2024-07-16T08:01:49,2024-07-16T08:01:49,2026-06-29T14:46:10.699734
ACC-00001591,FIN-001065,business,7971.67,USD,active,2024-01-31T09:43:47,2024-01-31T09:43:47,2026-06-29T14:46:10.699842
ACC-00001592,FIN-001066,premium,22874.61,USD,dormant,2025-07-21T02:43:53,2025-07-21T02:43:53,2026-06-29T14:46:10.699947
ACC-00001593,FIN-001067,current,2166.18,USD,active,2026-06-29T07:08:55,2026-06-29T07:08:55,2026-06-29T14:46:10.700053
ACC-00001594,FIN-001068,current,2759.75,USD,active,2024-07-13T21:38:03,2024-07-13T21:38:03,2026-06-29T14:46:10.700156
ACC-00001595,FIN-001069,current,18845.6,USD,dormant,2024-01-13T08:00:44,2024-01-13T08:00:44,2026-06-29T14:46:10.700260
ACC-00001596,FIN-001069,current,8137.2,USD,active,2024-04-17T04:17:51,2024-04-17T04:17:51,2026-06-29T14:46:10.700297
ACC-00001597,FIN-001069,premium,14338.76,USD,active,2025-06-08T21:17:46,2025-06-08T21:17:46,2026-06-29T14:46:10.700331
ACC-00001598,FIN-001070,business,34630.18,USD,active,2025-09-26T07:49:05,2025-09-26T07:49:05,2026-06-29T14:46:10.700438
ACC-00001599,FIN-001070,business,43735.29,USD,closed,2025-11-12T07:22:49,2025-11-12T07:22:49,2026-06-29T14:46:10.700474
ACC-00001600,FIN-001071,current,16622.36,USD,dormant,2026-06-28T17:15:08,2026-06-28T17:15:08,2026-06-29T14:46:10.700582
ACC-00001601,FIN-001072,premium,41960.24,USD,active,2024-01-09T20:35:02,2024-01-09T20:35:02,2026-06-29T14:46:10.700687
ACC-00001602,FIN-001073,current,30109.14,USD,active,2025-12-10T21:46:34,2025-12-10T21:46:34,2026-06-29T14:46:10.700792
ACC-00001603,FIN-001074,savings,8014.44,USD,dormant,2026-05-21T07:47:03,2026-05-21T07:47:03,2026-06-29T14:46:10.700896
ACC-00001604,FIN-001074,business,30366.42,USD,active,2026-04-28T23:03:56,2026-04-28T23:03:56,2026-06-29T14:46:10.700933
ACC-00001605,FIN-001075,current,30786.98,USD,dormant,2026-06-18T22:36:17,2026-06-18T22:36:17,2026-06-29T14:46:10.701041
ACC-00001606,FIN-001075,current,30417.16,USD,active,2026-06-26T12:36:20,2026-06-26T12:36:20,2026-06-29T14:46:10.701079
ACC-00001607,FIN-001076,business,47763.68,USD,active,2026-06-23T16:02:27,2026-06-23T16:02:27,2026-06-29T14:46:10.701189
ACC-00001608,FIN-001077,savings,21812.44,USD,active,2026-03-24T01:39:05,2026-03-24T01:39:05,2026-06-29T14:46:10.701296
ACC-00001609,FIN-001078,current,45131.62,USD,dormant,2026-03-09T16:40:10,2026-03-09T16:40:10,2026-06-29T14:46:10.701400
ACC-00001610,FIN-001079,business,20512.92,USD,active,2025-10-30T20:23:28,2025-10-30T20:23:28,2026-06-29T14:46:10.701505
ACC-00001611,FIN-001079,current,14152.82,USD,active,2026-06-03T04:36:12,2026-06-03T04:36:12,2026-06-29T14:46:10.701543
ACC-00001612,FIN-001080,premium,10764.96,USD,active,2025-01-26T01:43:46,2025-01-26T01:43:46,2026-06-29T14:46:10.701668
ACC-00001613,FIN-001081,current,7852.3,USD,active,2026-05-16T06:46:21,2026-05-16T06:46:21,2026-06-29T14:46:10.701775
ACC-00001614,FIN-001081,business,12062.73,USD,active,2026-06-25T12:03:59,2026-06-25T12:03:59,2026-06-29T14:46:10.701814
ACC-00001615,FIN-001082,premium,3890.7,USD,dormant,2025-10-19T11:20:04,2025-10-19T11:20:04,2026-06-29T14:46:10.701924
ACC-00001616,FIN-001083,premium,11636.94,USD,active,2026-01-25T18:26:16,2026-01-25T18:26:16,2026-06-29T14:46:10.702030
ACC-00001617,FIN-001083,savings,47139.25,USD,dormant,2026-02-12T17:31:17,2026-02-12T17:31:17,2026-06-29T14:46:10.702066
ACC-00001618,FIN-001084,savings,25541.02,USD,frozen,2024-11-14T22:34:41,2024-11-14T22:34:41,2026-06-29T14:46:10.702171
ACC-00001619,FIN-001085,savings,5214.67,USD,active,2026-05-18T06:29:18,2026-05-18T06:29:18,2026-06-29T14:46:10.702278
ACC-00001620,FIN-001085,savings,31504.3,USD,active,2026-05-21T02:54:18,2026-05-21T02:54:18,2026-06-29T14:46:10.702315
ACC-00001621,FIN-001086,business,46920.0,USD,active,2026-02-18T01:13:59,2026-02-18T01:13:59,2026-06-29T14:46:10.702422
ACC-00001622,FIN-001087,premium,15202.44,USD,closed,2025-11-04T14:16:45,2025-11-04T14:16:45,2026-06-29T14:46:10.702528
ACC-00001623,FIN-001087,current,41675.64,USD,dormant,2025-05-08T07:41:32,2025-05-08T07:41:32,2026-06-29T14:46:10.702565
ACC-00001624,FIN-001087,premium,3132.48,USD,active,2025-12-14T05:14:31,2025-12-14T05:14:31,2026-06-29T14:46:10.702600
ACC-00001625,FIN-001088,savings,24344.99,USD,dormant,2026-01-12T07:29:37,2026-01-12T07:29:37,2026-06-29T14:46:10.702706
ACC-00001626,FIN-001089,premium,40177.72,USD,active,2025-12-01T08:16:35,2025-12-01T08:16:35,2026-06-29T14:46:10.702812
ACC-00001627,FIN-001090,savings,6706.19,USD,dormant,2026-03-26T16:23:48,2026-03-26T16:23:48,2026-06-29T14:46:10.702918
ACC-00001628,FIN-001091,savings,5473.48,USD,dormant,2024-06-01T11:38:00,2024-06-01T11:38:00,2026-06-29T14:46:10.703024
ACC-00001629,FIN-001092,current,44933.07,USD,active,2025-12-26T19:47:52,2025-12-26T19:47:52,2026-06-29T14:46:10.703129
ACC-00001630,FIN-001092,business,9435.64,USD,closed,2025-12-07T03:03:56,2025-12-07T03:03:56,2026-06-29T14:46:10.703166
ACC-00001631,FIN-001093,savings,9312.89,USD,closed,2026-06-28T01:50:26,2026-06-28T01:50:26,2026-06-29T14:46:10.703273
ACC-00001632,FIN-001094,current,7810.85,USD,dormant,2025-11-27T17:05:54,2025-11-27T17:05:54,2026-06-29T14:46:10.703378
ACC-00001633,FIN-001094,current,43658.84,USD,active,2026-01-20T14:53:36,2026-01-20T14:53:36,2026-06-29T14:46:10.703415
ACC-00001634,FIN-001095,current,27808.66,USD,active,2026-06-16T18:50:59,2026-06-16T18:50:59,2026-06-29T14:46:10.703520
ACC-00001635,FIN-001096,savings,4475.12,USD,active,2025-11-01T06:34:43,2025-11-01T06:34:43,2026-06-29T14:46:10.703641
ACC-00001636,FIN-001096,current,47707.08,USD,active,2026-01-27T10:28:34,2026-01-27T10:28:34,2026-06-29T14:46:10.703678
ACC-00001637,FIN-001097,savings,30541.08,USD,active,2023-08-19T09:32:32,2023-08-19T09:32:32,2026-06-29T14:46:10.703791
ACC-00001638,FIN-001097,premium,48002.66,USD,active,2024-12-09T11:06:15,2024-12-09T11:06:15,2026-06-29T14:46:10.703828
ACC-00001639,FIN-001098,savings,41743.0,USD,active,2026-02-05T14:48:24,2026-02-05T14:48:24,2026-06-29T14:46:10.703937
ACC-00001640,FIN-001099,savings,40264.06,USD,active,2026-04-06T19:53:53,2026-04-06T19:53:53,2026-06-29T14:46:10.704044
ACC-00001641,FIN-001099,current,10307.07,USD,active,2024-08-18T15:40:24,2024-08-18T15:40:24,2026-06-29T14:46:10.704081
ACC-00001642,FIN-001100,business,40529.97,USD,dormant,2026-01-20T15:27:37,2026-01-20T15:27:37,2026-06-29T14:46:10.704186
ACC-00001643,FIN-001100,savings,15067.85,USD,dormant,2026-01-21T21:09:55,2026-01-21T21:09:55,2026-06-29T14:46:10.704224
ACC-00001644,FIN-001101,savings,12028.07,USD,closed,2025-12-28T00:25:25,2025-12-28T00:25:25,2026-06-29T14:46:10.704334
ACC-00001645,FIN-001102,current,20023.47,USD,active,2025-10-31T12:35:34,2025-10-31T12:35:34,2026-06-29T14:46:10.704442
ACC-00001646,FIN-001103,business,4819.71,USD,active,2025-01-15T16:37:38,2025-01-15T16:37:38,2026-06-29T14:46:10.704548
ACC-00001647,FIN-001104,premium,17504.15,USD,closed,2025-12-07T17:02:24,2025-12-07T17:02:24,2026-06-29T14:46:10.704655
ACC-00001648,FIN-001105,business,48804.03,USD,active,2025-07-19T16:24:23,2025-07-19T16:24:23,2026-06-29T14:46:10.704762
ACC-00001649,FIN-001105,business,28274.79,USD,active,2025-02-27T18:05:53,2025-02-27T18:05:53,2026-06-29T14:46:10.704799
ACC-00001650,FIN-001105,premium,1181.32,USD,dormant,2025-05-22T17:51:10,2025-05-22T17:51:10,2026-06-29T14:46:10.704839
ACC-00001651,FIN-001106,business,20720.55,USD,active,2025-10-30T02:56:34,2025-10-30T02:56:34,2026-06-29T14:46:10.704942
ACC-00001652,FIN-001107,premium,38726.85,USD,dormant,2024-05-17T10:26:23,2024-05-17T10:26:23,2026-06-29T14:46:10.705047
ACC-00001653,FIN-001107,current,29332.3,USD,active,2026-02-19T14:50:23,2026-02-19T14:50:23,2026-06-29T14:46:10.705083
ACC-00001654,FIN-001108,savings,26155.51,USD,active,2025-12-05T20:31:46,2025-12-05T20:31:46,2026-06-29T14:46:10.705191
ACC-00001655,FIN-001109,current,23918.84,USD,active,2026-02-28T00:03:53,2026-02-28T00:03:53,2026-06-29T14:46:10.705299
ACC-00001656,FIN-001110,premium,41040.1,USD,active,2024-07-20T23:01:28,2024-07-20T23:01:28,2026-06-29T14:46:10.705439
ACC-00001657,FIN-001111,business,47423.82,USD,active,2026-04-16T04:56:36,2026-04-16T04:56:36,2026-06-29T14:46:10.705549
ACC-00001658,FIN-001112,savings,40797.65,USD,active,2024-11-26T00:05:59,2024-11-26T00:05:59,2026-06-29T14:46:10.705667
ACC-00001659,FIN-001113,business,7634.99,USD,active,2025-06-19T22:27:34,2025-06-19T22:27:34,2026-06-29T14:46:10.705772
ACC-00001660,FIN-001114,current,2787.52,USD,active,2026-04-04T15:30:32,2026-04-04T15:30:32,2026-06-29T14:46:10.705878
ACC-00001661,FIN-001115,current,26921.15,USD,active,2025-02-21T18:20:10,2025-02-21T18:20:10,2026-06-29T14:46:10.705983
ACC-00001662,FIN-001115,premium,44080.59,USD,active,2025-10-10T00:38:08,2025-10-10T00:38:08,2026-06-29T14:46:10.706021
ACC-00001663,FIN-001116,business,44074.54,USD,active,2026-01-22T11:10:20,2026-01-22T11:10:20,2026-06-29T14:46:10.706129
ACC-00001664,FIN-001116,business,38968.09,USD,active,2025-04-22T10:21:15,2025-04-22T10:21:15,2026-06-29T14:46:10.706166
ACC-00001665,FIN-001117,savings,29203.07,USD,active,2026-06-23T17:59:15,2026-06-23T17:59:15,2026-06-29T14:46:10.706273
ACC-00001666,FIN-001117,business,39858.61,USD,closed,2026-06-24T03:13:32,2026-06-24T03:13:32,2026-06-29T14:46:10.706309
ACC-00001667,FIN-001117,business,32719.97,USD,active,2026-06-28T01:32:00,2026-06-28T01:32:00,2026-06-29T14:46:10.706345
ACC-00001668,FIN-001118,premium,9772.68,USD,active,2024-06-28T00:46:49,2024-06-28T00:46:49,2026-06-29T14:46:10.706452
ACC-00001669,FIN-001119,premium,42593.6,USD,active,2025-02-26T02:29:35,2025-02-26T02:29:35,2026-06-29T14:46:10.706558
ACC-00001670,FIN-001120,savings,25067.93,USD,active,2026-02-11T09:05:55,2026-02-11T09:05:55,2026-06-29T14:46:10.706663
ACC-00001671,FIN-001121,business,49974.86,USD,closed,2026-02-24T10:23:56,2026-02-24T10:23:56,2026-06-29T14:46:10.706771
ACC-00001672,FIN-001122,business,29674.94,USD,active,2025-04-27T09:51:34,2025-04-27T09:51:34,2026-06-29T14:46:10.706875
ACC-00001673,FIN-001123,savings,9205.55,USD,active,2026-02-17T22:47:56,2026-02-17T22:47:56,2026-06-29T14:46:10.706980
ACC-00001674,FIN-001123,premium,30488.86,USD,active,2026-06-05T09:51:24,2026-06-05T09:51:24,2026-06-29T14:46:10.707018
ACC-00001675,FIN-001123,savings,47657.99,USD,active,2026-03-19T06:32:21,2026-03-19T06:32:21,2026-06-29T14:46:10.707053
ACC-00001676,FIN-001124,premium,35910.3,USD,active,2026-04-10T20:33:38,2026-04-10T20:33:38,2026-06-29T14:46:10.707159
ACC-00001677,FIN-001125,current,11372.44,USD,active,2026-06-13T06:56:37,2026-06-13T06:56:37,2026-06-29T14:46:10.707271
ACC-00001678,FIN-001126,savings,49789.55,USD,active,2026-01-31T04:48:24,2026-01-31T04:48:24,2026-06-29T14:46:10.707496
ACC-00001679,FIN-001126,savings,43515.6,USD,active,2025-07-31T22:00:37,2025-07-31T22:00:37,2026-06-29T14:46:10.707570
ACC-00001680,FIN-001126,business,44776.54,USD,active,2024-12-18T14:49:21,2024-12-18T14:49:21,2026-06-29T14:46:10.707638
ACC-00001681,FIN-001127,business,40510.76,USD,closed,2025-05-02T23:26:17,2025-05-02T23:26:17,2026-06-29T14:46:10.707843
ACC-00001682,FIN-001128,premium,21663.06,USD,dormant,2025-07-06T08:36:16,2025-07-06T08:36:16,2026-06-29T14:46:10.707973
ACC-00001683,FIN-001129,current,48868.15,USD,active,2026-06-19T09:02:34,2026-06-19T09:02:34,2026-06-29T14:46:10.708648
ACC-00001684,FIN-001130,business,14561.92,USD,frozen,2025-04-28T07:08:35,2025-04-28T07:08:35,2026-06-29T14:46:10.708931
ACC-00001685,FIN-001131,current,43384.33,USD,active,2026-03-24T03:50:57,2026-03-24T03:50:57,2026-06-29T14:46:10.709495
ACC-00001686,FIN-001132,business,29362.98,USD,closed,2024-07-31T09:18:13,2024-07-31T09:18:13,2026-06-29T14:46:10.709797
ACC-00001687,FIN-001132,savings,33071.43,USD,frozen,2025-10-24T05:38:22,2025-10-24T05:38:22,2026-06-29T14:46:10.709913
ACC-00001688,FIN-001133,current,39499.45,USD,active,2025-09-14T07:06:06,2025-09-14T07:06:06,2026-06-29T14:46:10.710151
ACC-00001689,FIN-001134,savings,7756.38,USD,active,2025-01-10T18:59:40,2025-01-10T18:59:40,2026-06-29T14:46:10.710392
ACC-00001690,FIN-001134,savings,29144.87,USD,active,2025-11-05T06:22:19,2025-11-05T06:22:19,2026-06-29T14:46:10.710475
ACC-00001691,FIN-001134,savings,43023.68,USD,closed,2026-03-21T21:45:15,2026-03-21T21:45:15,2026-06-29T14:46:10.710554
ACC-00001692,FIN-001135,current,16959.59,USD,dormant,2026-01-01T22:10:30,2026-01-01T22:10:30,2026-06-29T14:46:10.710801
ACC-00001693,FIN-001135,savings,21051.58,USD,active,2025-12-30T14:52:26,2025-12-30T14:52:26,2026-06-29T14:46:10.710902
ACC-00001694,FIN-001135,premium,44072.86,USD,dormant,2025-11-25T07:37:56,2025-11-25T07:37:56,2026-06-29T14:46:10.710985
ACC-00001695,FIN-001136,premium,31211.94,USD,active,2025-04-23T09:29:39,2025-04-23T09:29:39,2026-06-29T14:46:10.711262
ACC-00001696,FIN-001137,business,47889.42,USD,active,2026-05-28T08:49:39,2026-05-28T08:49:39,2026-06-29T14:46:10.711492
ACC-00001697,FIN-001137,current,13607.29,USD,dormant,2026-05-30T06:56:38,2026-05-30T06:56:38,2026-06-29T14:46:10.711559
ACC-00001698,FIN-001138,premium,13993.43,USD,active,2024-05-17T07:31:58,2024-05-17T07:31:58,2026-06-29T14:46:10.711746
ACC-00001699,FIN-001139,current,29373.98,USD,dormant,2026-06-18T15:15:51,2026-06-18T15:15:51,2026-06-29T14:46:10.711930
ACC-00001700,FIN-001139,current,36820.41,USD,active,2025-07-01T16:36:37,2025-07-01T16:36:37,2026-06-29T14:46:10.712010
ACC-00001701,FIN-001140,premium,23325.83,USD,dormant,2026-01-28T23:24:29,2026-01-28T23:24:29,2026-06-29T14:46:10.712294
ACC-00001702,FIN-001141,business,16977.18,USD,frozen,2025-12-09T20:26:26,2025-12-09T20:26:26,2026-06-29T14:46:10.712581
ACC-00001703,FIN-001142,premium,17030.65,USD,dormant,2026-04-25T18:46:36,2026-04-25T18:46:36,2026-06-29T14:46:10.712773
ACC-00001704,FIN-001142,premium,48956.5,USD,active,2026-02-10T11:15:17,2026-02-10T11:15:17,2026-06-29T14:46:10.712821
ACC-00001705,FIN-001143,premium,20739.91,USD,active,2026-02-12T08:46:32,2026-02-12T08:46:32,2026-06-29T14:46:10.712961
ACC-00001706,FIN-001143,business,1565.33,USD,active,2025-08-15T09:28:35,2025-08-15T09:28:35,2026-06-29T14:46:10.713006
ACC-00001707,FIN-001143,current,6777.51,USD,closed,2025-10-07T07:52:09,2025-10-07T07:52:09,2026-06-29T14:46:10.713049
ACC-00001708,FIN-001144,current,40932.4,USD,active,2026-03-24T21:26:49,2026-03-24T21:26:49,2026-06-29T14:46:10.713234
ACC-00001709,FIN-001144,premium,11640.59,USD,active,2025-03-18T20:04:09,2025-03-18T20:04:09,2026-06-29T14:46:10.713282
ACC-00001710,FIN-001145,current,32670.87,USD,active,2026-03-19T22:19:26,2026-03-19T22:19:26,2026-06-29T14:46:10.713420
ACC-00001711,FIN-001145,current,91.93,USD,frozen,2025-06-27T03:36:44,2025-06-27T03:36:44,2026-06-29T14:46:10.713466
ACC-00001712,FIN-001145,business,2551.39,USD,dormant,2025-09-15T09:19:31,2025-09-15T09:19:31,2026-06-29T14:46:10.713510
ACC-00001713,FIN-001146,savings,39248.84,USD,active,2025-11-06T22:12:02,2025-11-06T22:12:02,2026-06-29T14:46:10.713643
ACC-00001714,FIN-001147,current,48582.04,USD,closed,2025-01-28T05:36:35,2025-01-28T05:36:35,2026-06-29T14:46:10.713776
ACC-00001715,FIN-001147,business,18732.29,USD,active,2025-07-26T19:23:36,2025-07-26T19:23:36,2026-06-29T14:46:10.713822
ACC-00001716,FIN-001148,current,34016.39,USD,active,2025-10-09T00:45:47,2025-10-09T00:45:47,2026-06-29T14:46:10.713954
ACC-00001717,FIN-001148,business,3061.83,USD,active,2025-09-02T14:09:23,2025-09-02T14:09:23,2026-06-29T14:46:10.713999
ACC-00001718,FIN-001149,savings,37594.54,USD,active,2024-11-18T14:24:50,2024-11-18T14:24:50,2026-06-29T14:46:10.714133
ACC-00001719,FIN-001150,business,34803.85,USD,closed,2024-09-23T17:54:55,2024-09-23T17:54:55,2026-06-29T14:46:10.714269
ACC-00001720,FIN-001151,current,5158.52,USD,active,2026-02-22T18:32:03,2026-02-22T18:32:03,2026-06-29T14:46:10.714393
ACC-00001721,FIN-001151,savings,4705.21,USD,active,2025-08-22T02:04:27,2025-08-22T02:04:27,2026-06-29T14:46:10.714437
ACC-00001722,FIN-001152,business,3888.01,USD,frozen,2026-06-22T10:16:48,2026-06-22T10:16:48,2026-06-29T14:46:10.714563
ACC-00001723,FIN-001152,business,19035.27,USD,dormant,2026-06-23T19:47:34,2026-06-23T19:47:34,2026-06-29T14:46:10.714607
ACC-00001724,FIN-001152,current,20219.38,USD,frozen,2026-06-11T14:05:08,2026-06-11T14:05:08,2026-06-29T14:46:10.714648
ACC-00001725,FIN-001153,business,35692.09,USD,active,2026-06-29T01:55:36,2026-06-29T01:55:36,2026-06-29T14:46:10.714775
ACC-00001726,FIN-001153,current,26092.48,USD,active,2026-06-25T19:37:10,2026-06-25T19:37:10,2026-06-29T14:46:10.714818
ACC-00001727,FIN-001154,current,34245.33,USD,active,2024-06-10T08:44:49,2024-06-10T08:44:49,2026-06-29T14:46:10.714940
ACC-00001728,FIN-001154,premium,46991.0,USD,closed,2024-07-20T20:40:21,2024-07-20T20:40:21,2026-06-29T14:46:10.714985
ACC-00001729,FIN-001155,business,8329.09,USD,closed,2026-05-07T12:34:25,2026-05-07T12:34:25,2026-06-29T14:46:10.715114
ACC-00001730,FIN-001156,premium,11241.92,USD,active,2026-06-11T20:03:04,2026-06-11T20:03:04,2026-06-29T14:46:10.715253
ACC-00001731,FIN-001157,current,5935.06,USD,dormant,2026-03-04T17:35:51,2026-03-04T17:35:51,2026-06-29T14:46:10.715407
ACC-00001732,FIN-001158,business,8697.32,USD,active,2026-05-07T02:07:35,2026-05-07T02:07:35,2026-06-29T14:46:10.715533
ACC-00001733,FIN-001159,savings,11205.29,USD,dormant,2025-12-22T15:27:58,2025-12-22T15:27:58,2026-06-29T14:46:10.715657
ACC-00001734,FIN-001159,business,1614.57,USD,active,2024-06-27T00:53:15,2024-06-27T00:53:15,2026-06-29T14:46:10.715701
ACC-00001735,FIN-001160,current,35861.12,USD,active,2024-12-03T11:16:06,2024-12-03T11:16:06,2026-06-29T14:46:10.715865
ACC-00001736,FIN-001160,current,2065.37,USD,active,2026-04-18T00:26:04,2026-04-18T00:26:04,2026-06-29T14:46:10.715934
ACC-00001737,FIN-001161,current,46783.82,USD,dormant,2026-04-15T16:30:26,2026-04-15T16:30:26,2026-06-29T14:46:10.716143
ACC-00001738,FIN-001162,premium,40868.05,USD,active,2026-02-15T13:08:14,2026-02-15T13:08:14,2026-06-29T14:46:10.716272
ACC-00001739,FIN-001163,current,48837.69,USD,closed,2026-05-22T06:27:18,2026-05-22T06:27:18,2026-06-29T14:46:10.716397
ACC-00001740,FIN-001164,savings,34021.1,USD,dormant,2026-05-25T06:02:04,2026-05-25T06:02:04,2026-06-29T14:46:10.716522
ACC-00001741,FIN-001164,savings,46909.81,USD,active,2026-01-06T20:38:37,2026-01-06T20:38:37,2026-06-29T14:46:10.716566
ACC-00001742,FIN-001165,current,37303.79,USD,active,2025-05-26T06:53:05,2025-05-26T06:53:05,2026-06-29T14:46:10.716694
ACC-00001743,FIN-001166,business,5991.64,USD,active,2024-09-21T03:26:22,2024-09-21T03:26:22,2026-06-29T14:46:10.716820
ACC-00001744,FIN-001166,savings,597.89,USD,dormant,2025-11-12T08:41:23,2025-11-12T08:41:23,2026-06-29T14:46:10.716864
ACC-00001745,FIN-001167,savings,49939.45,USD,active,2026-03-31T17:25:14,2026-03-31T17:25:14,2026-06-29T14:46:10.717008
ACC-00001746,FIN-001168,current,24537.98,USD,active,2026-05-22T06:08:24,2026-05-22T06:08:24,2026-06-29T14:46:10.717135
ACC-00001747,FIN-001168,business,41571.4,USD,active,2025-11-26T07:33:36,2025-11-26T07:33:36,2026-06-29T14:46:10.717178
ACC-00001748,FIN-001169,current,31045.95,USD,dormant,2025-05-31T08:33:02,2025-05-31T08:33:02,2026-06-29T14:46:10.717369
ACC-00001749,FIN-001169,savings,31427.14,USD,dormant,2024-11-20T03:08:47,2024-11-20T03:08:47,2026-06-29T14:46:10.717413
ACC-00001750,FIN-001170,premium,46624.25,USD,active,2025-01-18T00:57:52,2025-01-18T00:57:52,2026-06-29T14:46:10.717542
ACC-00001751,FIN-001171,savings,48541.3,USD,active,2026-05-04T19:20:58,2026-05-04T19:20:58,2026-06-29T14:46:10.717669
ACC-00001752,FIN-001172,premium,21465.96,USD,active,2025-07-14T08:41:51,2025-07-14T08:41:51,2026-06-29T14:46:10.717797
ACC-00001753,FIN-001172,current,15002.5,USD,active,2026-06-09T21:17:02,2026-06-09T21:17:02,2026-06-29T14:46:10.717840
ACC-00001754,FIN-001173,current,35583.11,USD,dormant,2025-12-27T15:17:34,2025-12-27T15:17:34,2026-06-29T14:46:10.717966
ACC-00001755,FIN-001173,business,3329.67,USD,dormant,2025-10-05T05:54:18,2025-10-05T05:54:18,2026-06-29T14:46:10.718011
ACC-00001756,FIN-001173,current,31492.35,USD,active,2025-12-21T19:24:46,2025-12-21T19:24:46,2026-06-29T14:46:10.718050
ACC-00001757,FIN-001174,premium,3558.15,USD,dormant,2026-06-09T12:03:11,2026-06-09T12:03:11,2026-06-29T14:46:10.718176
ACC-00001758,FIN-001174,premium,47425.94,USD,active,2026-05-06T14:36:35,2026-05-06T14:36:35,2026-06-29T14:46:10.718219
ACC-00001759,FIN-001174,premium,35843.44,USD,active,2025-10-03T13:32:19,2025-10-03T13:32:19,2026-06-29T14:46:10.718259
ACC-00001760,FIN-001175,savings,36143.87,USD,dormant,2024-12-06T20:51:06,2024-12-06T20:51:06,2026-06-29T14:46:10.718385
ACC-00001761,FIN-001176,business,37562.75,USD,closed,2025-12-25T16:54:15,2025-12-25T16:54:15,2026-06-29T14:46:10.718511
ACC-00001762,FIN-001176,current,18925.55,USD,closed,2026-02-10T01:43:13,2026-02-10T01:43:13,2026-06-29T14:46:10.718555
